# 300K-Si-4
0 1 0.00612923389393 0.0499335556409
0 2 0.0123581919355 0.0932530837286
0 10 0.283168341846 0.971911665642
0 11 0.278232105822 0.946632014608
0 12 0.273489915425 0.922201191099
0 13 0.268978912321 0.905891514221
0 14 0.26471334043 0.889770155415
0 15 0.260725482325 0.883019250211
0 16 0.257055129279 0.888804908727
0 17 0.253710555794 0.903438446032
0 21 0.224113415233 0.805260140473
0 22 0.219553945483 0.731388488943
0 23 0.215050520348 0.664955991691
0 24 0.210619945826 0.591331511875
0 25 0.206268882295 0.524599090754
0 26 0.202012468098 0.470606114709
0 34 0.259279773601 0.97869168491
0 35 0.257035477397 1.01579680463
0 36 0.254766454922 1.05005854009
0 37 0.252460604599 1.08297268381
0 38 0.250075875453 1.11552708525
0 39 0.247595356306 1.14540203136
0 40 0.245003200097 1.16244435049
0 41 0.242287825901 1.18250567565
0 42 0.239424683276 1.20102163936
0 43 0.236408112772 1.20752788455
0 44 0.233228489197 1.21458863331
0 45 0.229869088092 1.22246630356
0 49 0.208414873186 0.921747111207
0 50 0.208575083014 0.886868932954
0 51 0.208891085116 0.852663370321
0 52 0.20937854274 0.820694681768
0 53 0.210080415942 0.788252318749
0 54 0.211010901533 0.764250945489
0 55 0.212197367631 0.743722596589
0 56 0.213653120843 0.741427081047
0 57 0.215401891519 0.744501770375
0 58 0.217434775539 0.760525053737
0 60 0.270404232916 1.01482261436
0 61 0.270296329226 0.978037773844
0 62 0.27028025699 0.956983436119
0 63 0.270358978715 0.938515418886
0 66 0.29100188773 0.87997249841
0 67 0.295141779432 0.887389159396
0 68 0.299291435923 0.904228965688
0 69 0.303420143896 0.928532609527
0 70 0.307497999397 0.957054613249
0 71 0.311483990822 0.991683901539
0 72 0.315366905277 1.01927780758
0 73 0.319108762786 1.06425098934
0 74 0.322688676738 1.08874492219
0 75 0.326092114262 1.1166331624
0 76 0.329300343966 1.14303396061
0 80 0.114944687643 0.646706001804
0 81 0.115788150028 0.649879352505
0 82 0.116706067275 0.644207381767
0 98 0.288088177093 0.953164990884
0 99 0.288790080746 0.964212712633
0 100 0.289584523702 0.977770723216
0 101 0.290462116435 1.00162491776
0 103 0.0647093172767 0.471538374521
0 104 0.0665455303663 0.44619432121
0 105 0.0688590832814 0.426681832669
0 106 0.0715872309413 0.41918855345
0 107 0.0746539420907 0.427195272561
0 108 0.0779786620438 0.436025938525
0 109 0.0815059459898 0.458962967604
0 110 0.0851622317993 0.489811835904
0 111 0.0888936716785 0.518748044278
0 112 0.0926420172756 0.559981095883
0 113 0.0963733019203 0.58907451622
0 114 0.100057380462 0.622944393394
0 117 0.268727612141 0.931078428855
0 118 0.266379354664 0.902612397265
0 119 0.263934414582 0.866825192159
0 120 0.261379167631 0.836748505722
0 121 0.258728753869 0.805031041235
0 122 0.255956565806 0.769611856073
0 123 0.253064487504 0.733010507317
0 124 0.250055092411 0.703762226938
0 125 0.246915216521 0.670318902322
0 126 0.243657671536 0.638494418985
0 127 0.240278134715 0.606819526618
0 128 0.236788499422 0.569158208647
0 130 0.168445404804 0.688927483694
0 131 0.169421312952 0.713788828058
0 132 0.17069139692 0.748093463715
0 133 0.172239998354 0.783323001002
0 134 0.174073836067 0.820105499071
0 135 0.176195441233 0.858294427393
0 136 0.178577828449 0.901626376494
0 140 0.251157416073 0.971356588554
0 141 0.24640175115 0.923298857176
0 142 0.241634945336 0.878613844583
0 143 0.236864223944 0.839338188408
0 144 0.232107401106 0.794345376242
0 145 0.227377722754 0.759959451874
0 146 0.222682249919 0.719845125054
0 147 0.218037264988 0.689675708925
0 148 0.213440557854 0.652027410363
0 149 0.208926789 0.615071437348
0 161 0.310398723519 1.1736403633
0 162 0.314828744826 1.16630306914
0 163 0.319114401139 1.15807204324
0 164 0.323248125054 1.15009906213
0 175 0.216575647395 0.805789364425
0 176 0.218187737908 0.8148538869
0 186 0.30115829594 0.818297532602
0 187 0.300014754875 0.804023299778
0 188 0.298873144831 0.795834154736
0 189 0.297740321023 0.79315622064
0 190 0.296641811506 0.797807089336
0 198 0.351126700328 0.934017157416
0 199 0.35062953479 0.937267012325
1 0 0.00612923389393 0.0499335556409
1 2 0.00623477874008 0.0434062819564
1 10 0.280188931747 0.931810989951
1 11 0.275245996864 0.906992247447
1 12 0.270495708559 0.883351890632
1 13 0.265975362607 0.868015211601
1 14 0.261699369698 0.853576723864
1 15 0.25770020548 0.848835149504
1 16 0.254017552079 0.857013615621
1 17 0.250659893062 0.874288863547
1 21 0.220635591463 0.786174802788
1 22 0.216087628172 0.713680088644
