0.00416325748755 0 0.133725828352


0.00607307261613 0 0.0452116870303
0.0126234640723 1 0.00677679044766
0.019665494998 2 0.00848995254162


0.00696469853167 0 0.185728517107
0.0138791129229 1 0.0197609449956
0.0207230114295 2 0.0312317896991


0.00422112317934 0 0.0369818400765
0.00818872412215 1 0.00723468607571
0.0118985204559 2 0.00954898752174


0.00717224894286 0 0.142304026976
0.013971374968 1 0.0173273571124
0.0203745652405 2 0.032862390292


0.00467642326401 0 0.0420786284353
0.00883911852256 1 0.00369076900503
0.0124967482286 2 0.00318905435442


0.00348338790518 0 0.0478564545386
0.00725719443093 1 0.00989679927456
0.0113525911159 2 0.00855385533239


0.00421464184633 0 0.0257842640937
0.00867785149883 1 0.00588091912927
0.013520065174 2 0.00424927209862
0.0375618640522 3 0.00413427892915
0.042582617542 4 0.00426761280113
0.0481609819354 5 0.00423270388645


0.00384740923219 0 0.0434528316924
0.00789358326155 1 0.00824509312332
0.0121827170486 2 0.00356358189687


0.00439788610876 0 0.0626695811798
0.00900342267637 1 0.00429791119735
0.0138263521835 2 0.00830534661972


0.00812694462127 0 0.0637119312093
0.0158223836656 1 0.00267894943351


0.00636088427252 0 0.156773753836
0.0123474034047 1 0.00783003239924
0.0179176013843 2 0.00609599481277


0.00512338816745 0 0.0532794834054
0.0100998348814 1 0.0185351448719
0.0149445368874 2 0.0118002740684


0.00428370164638 0 0.0429733379656
0.00862861885643 1 0.00762224076293
0.0130472757318 2 0.0125740009965


0.00641815797242 0 0.0432200306065
0.0127484094737 1 0.00499311591343
0.0189927684148 2 0.00190411257741


0.00770277374919 0 0.0400494389366
0.0153250208713 1 0.00554710056993
0.0228986726886 2 0.0077064304529


0.00713610267233 0 0.0652145064822
0.0141496216721 1 0.0254132755479
0.0210197419592 2 0.0310994406415


0.00895648992776 0 0.0768305037642


0.00792801224592 0 0.145624557847


0.00841499533488 0 0.198423710307


