# order convergence p, soap:sigma= [0.1, 0.5, 1.0, 2.0]
   0   0.063214   0.322726   0.498092   0.310809   0.601039   0.344034   0.237945   0.070013
   1   0.198364   0.778031   0.642994   0.437478   1.886049   0.829401   0.307167   0.098547
   2   0.364203   1.015369   0.751339   0.446288   3.462854   1.082409   0.358925   0.100531
   3   0.548333   1.152977   0.775436   0.446423   5.213564   1.229103   0.370436   0.100562
   4   0.740152   1.234906   0.777830   0.446424   7.037387   1.316442   0.371580   0.100562
   5   0.930901   1.273591   0.777967   0.446424   8.851038   1.357681   0.371645   0.100562
   6   1.113769   1.287580   0.777972   0.446424  10.589749   1.372593   0.371647   0.100562
   7   1.283991
