 19.125000   0.463750          0  16.000000  22.250000
 25.375000   0.128125          0  22.250000  28.500000
 31.625000   0.067500          0  28.500000  34.750000
 37.875000   0.070000          0  34.750000  41.000000
 44.125000   0.066250          0  41.000000  47.250000
 50.375000   0.034375          0  47.250000  53.500000
 56.625000   0.018750          0  53.500000  59.750000
 62.875000   0.014375          0  59.750000  66.000000
 69.125000   0.015000          0  66.000000  72.250000
 75.375000   0.009375          0  72.250000  78.500000
 81.625000   0.018750          0  78.500000  84.750000
 87.875000   0.010000          0  84.750000  91.000000
 94.125000   0.016250          0  91.000000  97.250000
100.375000   0.030625          0  97.250000 103.500000
106.625000   0.015625          0 103.500000 109.750000
112.875000   0.021250          0 109.750000 116.000000
