  5.500000   0.177500          0   2.000000   9.000000
 12.500000   0.115625          0   9.000000  16.000000
 19.500000   0.133125          0  16.000000  23.000000
 26.500000   0.155625          0  23.000000  30.000000
 33.500000   0.060625          0  30.000000  37.000000
 40.500000   0.174375          0  37.000000  44.000000
 47.500000   0.031250          0  44.000000  51.000000
 54.500000   0.020000          0  51.000000  58.000000
 61.500000   0.016875          0  58.000000  65.000000
 68.500000   0.004375          0  65.000000  72.000000
 75.500000   0.025625          0  72.000000  79.000000
 82.500000   0.015625          0  79.000000  86.000000
 89.500000   0.023750          0  86.000000  93.000000
 96.500000   0.015625          0  93.000000 100.000000
103.500000   0.006250          0 100.000000 107.000000
110.500000   0.023750          0 107.000000 114.000000
