  7.500000   0.219375          0   4.000000  11.000000
 14.500000   0.100000          0  11.000000  18.000000
 21.500000   0.192500          0  18.000000  25.000000
 28.500000   0.088750          0  25.000000  32.000000
 35.500000   0.059375          0  32.000000  39.000000
 42.500000   0.127500          0  39.000000  46.000000
 49.500000   0.049375          0  46.000000  53.000000
 56.500000   0.015625          0  53.000000  60.000000
 63.500000   0.000625          0  60.000000  67.000000
 70.500000   0.012500          0  67.000000  74.000000
 77.500000   0.048750          0  74.000000  81.000000
 84.500000   0.000625          0  81.000000  88.000000
 91.500000   0.037500          0  88.000000  95.000000
 98.500000   0.000000          0  95.000000 102.000000
105.500000   0.000000          0 102.000000 109.000000
112.500000   0.047500          0 109.000000 116.000000
